"state_fips","state_usps","county_fips","county_name","cwa","time_zone","feature_area","latitude","longitude"
"17","IL","073","Henry","DVN","C","nw",41.353123666,-90.1314392792
"17","IL","075","Iroquois","LOT","C","ec",40.7473757914,-87.8243217034
"17","IL","077","Jackson","PAH","C","ss",37.7851852815,-89.3821064935
"17","IL","079","Jasper","ILX","C","se",39.01000906,-88.1537598631
"17","IL","081","Jefferson","PAH","C","sc",38.3005516237,-88.9240391515
"17","IL","083","Jersey","LSX","C","sw",39.0856335874,-90.3565979316
"17","IL","085","Jo Daviess","DVN","C","nw",42.3656829009,-90.2123397283
"17","IL","087","Johnson","PAH","C","ss",37.4596297741,-88.8808961071
"17","IL","089","Kane","LOT","C","ne",41.9390414952,-88.4287082769
"17","IL","091","Kankakee","LOT","C","ne",41.1376987891,-87.8617834731
"17","IL","093","Kendall","LOT","C","ne",41.5906136541,-88.4288703365
"17","IL","095","Knox","ILX","C","wc",40.9318257269,-90.2132911996
"17","IL","097","Lake","LOT","C","ne",42.3231355719,-88.0035981357
"17","IL","099","La Salle","LOT","C","nc",41.3438622392,-88.8858537319
"17","IL","101","Lawrence","ILX","C","se",38.7200191025,-87.7266051709
"17","IL","103","Lee","LOT","C","nc",41.7461289711,-89.3005064224
"17","IL","105","Livingston","LOT","C","cc",40.8914148807,-88.5577717781
"17","IL","107","Logan","ILX","C","cc",40.1245378216,-89.3675657286
"17","IL","109","McDonough","DVN","C","wc",40.4561934325,-90.6779778268
"17","IL","111","McHenry","LOT","C","ne",42.3244206476,-88.4524005862
"17","IL","113","McLean","ILX","C","cc",40.4908334113,-88.8473286051
"17","IL","115","Macon","ILX","C","cc",39.8599143731,-88.9617048927
"17","IL","117","Macoupin","LSX","C","sw",39.2610416096,-89.9244383433
"17","IL","119","Madison","LSX","C","sw",38.8298704317,-89.9051241205
"17","IL","121","Marion","LSX","C","sc",38.6496079116,-88.9189510798
"17","IL","123","Marshall","ILX","C","cc",41.0331894819,-89.3447702489
"17","IL","125","Mason","ILX","C","cc",40.2396574279,-89.9168099808
"17","IL","127","Massac","PAH","C","ss",37.2189801321,-88.7077956363
"17","IL","129","Menard","ILX","C","cc",40.0274090478,-89.8021772087
"17","IL","131","Mercer","DVN","C","nw",41.2053348479,-90.7413947252
"17","IL","133","Monroe","LSX","C","sw",38.2785358465,-90.1774182267
"17","IL","135","Montgomery","LSX","C","sc",39.2310277977,-89.4788799432
"17","IL","137","Morgan","ILX","C","wc",39.7155618977,-90.2014938787
"17","IL","139","Moultrie","ILX","C","cc",39.6413546526,-88.6193975089
"17","IL","141","Ogle","LOT","C","nc",42.0426968306,-89.3207011547
"17","IL","143","Peoria","ILX","C","cc",40.7881227415,-89.7600236252
"17","IL","145","Perry","PAH","C","sc",38.0838365551,-89.3670875349
"17","IL","147","Piatt","ILX","C","cc",40.0104218989,-88.5911421613
"17","IL","149","Pike","LSX","C","wc",39.6224956629,-90.8862526386
"17","IL","151","Pope","PAH","C","ss",37.4126482004,-88.5614806578
"17","IL","153","Pulaski","PAH","C","ss",37.2228377036,-89.1266723677
"17","IL","155","Putnam","DVN","C","nc",41.2044605362,-89.2858014349
"17","IL","157","Randolph","LSX","C","sw",38.0521009213,-89.8253425549
"17","IL","159","Richland","ILX","C","se",38.7124076611,-88.0850367696
"17","IL","161","Rock Island","DVN","C","nw",41.4673527665,-90.5674120791
"17","IL","163","St. Clair","LSX","C","sw",38.4702756576,-89.9284358892
"17","IL","165","Saline","PAH","C","ss",37.7532623174,-88.5408066694
"17","IL","167","Sangamon","ILX","C","cc",39.7582158491,-89.6589416572
"17","IL","169","Schuyler","ILX","C","wc",40.158039465,-90.6150978196
"17","IL","171","Scott","ILX","C","wc",39.6441637467,-90.4746950214
"17","IL","173","Shelby","ILX","C","cc",39.3910995462,-88.8055209594
"17","IL","175","Stark","ILX","C","nc",41.0933949882,-89.7975302461
"17","IL","177","Stephenson","DVN","C","nw",42.3517315546,-89.6624554537
"17","IL","179","Tazewell","ILX","C","cc",40.5075324245,-89.5134535877
"17","IL","181","Union","PAH","C","ss",37.4712268398,-89.2550863299
"17","IL","183","Vermilion","ILX","C","ec",40.183635155,-87.7329300093
"17","IL","185","Wabash","PAH","C","se",38.4460953032,-87.844290924
"17","IL","187","Warren","DVN","C","wc",40.8487738845,-90.6150112471
"17","IL","189","Washington","LSX","C","sc",38.3521662629,-89.4105294891
"17","IL","191","Wayne","PAH","C","sc",38.4295488235,-88.4256209862
"17","IL","193","White","PAH","C","se",38.0875363787,-88.1795260369
"17","IL","195","Whiteside","DVN","C","nw",41.7563472757,-89.9140677195
"17","IL","197","Will","LOT","C","ne",41.4449974132,-87.9786906076
"17","IL","199","Williamson","PAH","C","ss",37.7302570922,-88.929941358
"17","IL","201","Winnebago","LOT","C","nc",42.3363020672,-89.1608822321
"17","IL","203","Woodford","ILX","C","cc",40.7882217446,-89.2110970841
"18","IN","001","Adams","IWX","E","ne",40.7455495957,-84.936598399
"18","IN","003","Allen","IWX","E","ne",41.0908308577,-85.0665220165
"18","IN","005","Bartholomew","IND","E","cc",39.205868455,-85.8976950579
"18","IN","007","Benton","LOT","E","nw",40.6062824787,-87.3109216388
"18","IN","009","Blackford","IWX","E","ec",40.4735164004,-85.3248456335
"18","IN","011","Boone","IND","E","cc",40.0508172511,-86.4686550151
"18","IN","013","Brown","IND","E","sc",39.1962110537,-86.2273828414
"18","IN","015","Carroll","IND","E","nc",40.5828406464,-86.5635098046
"18","IN","017","Cass","IWX","E","nc",40.7615156679,-86.3459853683
"18","IN","019","Clark","LMK","E","sc",38.4773408372,-85.7073136977
"18","IN","021","Clay","IND","E","wc",39.3927700098,-87.1157511099
"18","IN","023","Clinton","IND","E","cc",40.3016795494,-86.4751976897
"18","IN","025","Crawford","LMK","E","sc",38.2923443313,-86.4516630489
"18","IN","027","Daviess","IND","E","sw",38.7024083035,-87.072067321
"18","IN","029","Dearborn","ILN","E","se",39.1452846466,-84.9733390782
"18","IN","031","Decatur","IND","E","cc",39.306905558,-85.501263004
"18","IN","033","De Kalb","IWX","E","ne",41.3975701028,-84.9991055775
"18","IN","035","Delaware","IND","E","ec",40.2275526622,-85.3969328846
"18","IN","037","Dubois","LMK","C","sc",38.3642609765,-86.8798260148
"18","IN","039","Elkhart","IWX","E","nc",41.5974087695,-85.8587092276
"18","IN","041","Fayette","ILN","E","ec",39.6400540704,-85.1787050703
"18","IN","043","Floyd","LMK","E","sc",38.3194011603,-85.9068233743
"18","IN","045","Fountain","IND","E","wc",40.1208949156,-87.2419495617
"18","IN","047","Franklin","ILN","E","se",39.4148035821,-85.0603042832
"18","IN","049","Fulton","IWX","E","nc",41.0470389364,-86.2636266783
"18","IN","051","Gibson","PAH","C","sw",38.3118035156,-87.5845573295
"18","IN","053","Grant","IWX","E","cc",40.5158152903,-85.6547847356
"18","IN","055","Greene","IND","E","sw",39.0363456751,-86.9620392453
"18","IN","057","Hamilton","IND","E","cc",40.0724558992,-86.052013137
"18","IN","059","Hancock","IND","E","cc",39.8235437498,-85.7731972289
"18","IN","061","Harrison","LMK","E","sc",38.1951875107,-86.1113440748
"18","IN","063","Hendricks","IND","E","cc",39.7695390234,-86.5099872698
"18","IN","065","Henry","IND","E","ec",39.9310504104,-85.3964500434
"18","IN","067","Howard","IND","E","cc",40.4835657916,-86.1169450484
"18","IN","069","Huntington","IWX","E","ne",40.8291612296,-85.4881415258
"18","IN","071","Jackson","IND","E","sc",38.9063981149,-86.0375781186
"18","IN","073","Jasper","LOT","C","nw",41.0229743529,-87.1161647301
"18","IN","075","Jay","IWX","E","ec",40.4379646571,-85.0056999451
"18","IN","077","Jefferson","LMK","E","sc",38.7857843151,-85.4385045685
"18","IN","079","Jennings","IND","E","se",38.9968970593,-85.6280512648
"18","IN","081","Johnson","IND","E","cc",39.489940015,-86.1017034959
"18","IN","083","Knox","IND","E","sw",38.6890680628,-87.4180230241
"18","IN","085","Kosciusko","IWX","E","nc",41.2440970439,-85.8606929441
"18","IN","087","Lagrange","IWX","E","ne",41.642662305,-85.4265114366
"18","IN","089","Lake","LOT","C","nw",41.4155669867,-87.3817291877
"18","IN","091","La Porte","IWX","C","nw",41.5460085949,-86.7399523089
"18","IN","093","Lawrence","IND","E","sc",38.8411533199,-86.4834052179
"18","IN","095","Madison","IND","E","cc",40.1616485874,-85.7193869428
"18","IN","097","Marion","IND","E","cc",39.7816089065,-86.1384016248
"18","IN","099","Marshall","IWX","E","nc",41.3249639847,-86.2617678114
"18","IN","101","Martin","IND","E","sw",38.7079612166,-86.8030887178
"18","IN","103","Miami","IWX","E","nc",40.7695304203,-86.0450699374
"18","IN","105","Monroe","IND","E","sc",39.1609365989,-86.5231237447
"18","IN","107","Montgomery","IND","E","wc",40.0403917119,-86.8932980681
"18","IN","109","Morgan","IND","E","cc",39.481534781,-86.4462133038
"18","IN","111","Newton","LOT","C","nw",40.9558821283,-87.3975204227
"18","IN","113","Noble","IWX","E","ne",41.3986301336,-85.4174392542
"18","IN","115","Ohio","ILN","E","se",38.9501265438,-84.9650201686
"18","IN","117","Orange","LMK","E","sc",38.5417546438,-86.4950731882
"18","IN","119","Owen","IND","E","wc",39.312858897,-86.8376233385
"18","IN","121","Parke","IND","E","wc",39.7736322212,-87.2063411831
"18","IN","123","Perry","LMK","C","sc",38.0796559187,-86.6380143148
"18","IN","125","Pike","PAH","C","sw",38.3987870456,-87.2321759804
"18","IN","127","Porter","LOT","C","nw",41.460531016,-87.0671559246
"18","IN","129","Posey","PAH","C","sw",38.021839482,-87.868423114
"18","IN","131","Pulaski","IWX","C","nw",41.0419311148,-86.6988965257
"18","IN","133","Putnam","IND","E","wc",39.666296494,-86.8449841918
"18","IN","135","Randolph","IND","E","ec",40.1576371232,-85.0113840078
"18","IN","137","Ripley","ILN","E","se",39.1034090146,-85.2623943676
"18","IN","139","Rush","IND","E","cc",39.619913738,-85.4657476097
"18","IN","141","St. Joseph","IWX","E","nc",41.6166687348,-86.2898023604
"18","IN","143","Scott","LMK","E","sc",38.6851162021,-85.7474316373
"18","IN","145","Shelby","IND","E","cc",39.5236263048,-85.7917632881
"18","IN","147","Spencer","PAH","C","sw",38.014203835,-87.0077167933
"18","IN","149","Starke","IWX","C","nw",41.280991727,-86.6478196627
"18","IN","151","Steuben","IWX","E","ne",41.6438952627,-85.0007550972
"18","IN","153","Sullivan","IND","E","sw",39.0887973858,-87.4145990317
"18","IN","155","Switzerland","ILN","E","se",38.8261729908,-85.0369835189
"18","IN","157","Tippecanoe","IND","E","wc",40.3886391788,-86.8940884234
"18","IN","159","Tipton","IND","E","cc",40.3113775702,-86.0519000146
"18","IN","161","Union","ILN","E","ec",39.6255224961,-84.9250896388
"18","IN","163","Vanderburgh","PAH","C","sw",38.0254315564,-87.5857441591
"18","IN","165","Vermillion","IND","E","wc",39.8538040374,-87.4639732814
"18","IN","167","Vigo","IND","E","wc",39.4306069637,-87.3899988935
"18","IN","169","Wabash","IWX","E","nc",40.8456883747,-85.7940294524
"18","IN","171","Warren","IND","E","wc",40.3469450197,-87.3532931413
"18","IN","173","Warrick","PAH","C","sw",38.0922362179,-87.272056806
"18","IN","175","Washington","LMK","E","sc",38.5999746824,-86.105260504
"18","IN","177","Wayne","ILN","E","ec",39.8643984432,-85.0098622851
"18","IN","179","Wells","IWX","E","ne",40.7291032626,-85.2211845152
"18","IN","181","White","IWX","E","nw",40.7498509289,-86.8654479137
"18","IN","183","Whitley","IWX","E","ne",41.1393674795,-85.5051573753
"19","IA","001","Adair","DMX","C","sw",41.3307069663,-94.4709687118
"19","IA","003","Adams","DMX","C","sw",41.0289703274,-94.6992031144
"19","IA","005","Allamakee","ARX","C","ne",43.2842760792,-91.378064835
"19","IA","007","Appanoose","DMX","C","sc",40.7431822068,-92.8686718113
"19","IA","009","Audubon","DMX","C","wc",41.6845899469,-94.9058214277
"19","IA","011","Benton","DVN","C","ec",42.0801341288,-92.065696991
"19","IA","013","Black Hawk","DMX","C","ne",42.4700984805,-92.3085306334
"19","IA","015","Boone","DMX","C","cc",42.036581588,-93.9317586549
"19","IA","017","Bremer","DMX","C","ne",42.7746823689,-92.3182463795
"19","IA","019","Buchanan","DVN","C","ne",42.4707387198,-91.8378527965
"19","IA","021","Buena Vista","FSD","C","nw",42.7354980396,-95.1512915984
"19","IA","023","Butler","DMX","C","nc",42.7315812154,-92.7901579741
"19","IA","025","Calhoun","DMX","C","wc",42.3851655465,-94.640452664
"19","IA","027","Carroll","DMX","C","wc",42.0362302356,-94.8606726582
"19","IA","029","Cass","DMX","C","sw",41.3314875055,-94.9278359236
"19","IA","031","Cedar","DVN","C","ec",41.7723002874,-91.1324305422
"19","IA","033","Cerro Gordo","DMX","C","nc",43.0815538522,-93.2608284891
"19","IA","035","Cherokee","FSD","C","nw",42.7356548237,-95.6238741271
"19","IA","037","Chickasaw","ARX","C","ne",43.0601015828,-92.3176459824
"19","IA","039","Clarke","DMX","C","sc",41.0289964571,-93.7851280228
"19","IA","041","Clay","FSD","C","nw",43.0826289674,-95.1509545491
"19","IA","043","Clayton","ARX","C","ne",42.8447373489,-91.3414411875
"19","IA","045","Clinton","DVN","C","ec",41.8980209553,-90.531985655
"19","IA","047","Crawford","DMX","C","wc",42.0372170864,-95.3821421154
"19","IA","049","Dallas","DMX","C","cc",41.6848783047,-94.039754651
"19","IA","051","Davis","DMX","C","se",40.7476870612,-92.4097418184
"19","IA","053","Decatur","DMX","C","sc",40.737676379,-93.7862810222
"19","IA","055","Delaware","DVN","C","ne",42.4711275686,-91.3673284301
"19","IA","057","Des Moines","DVN","C","se",40.9231935264,-91.1814902279
"19","IA","059","Dickinson","FSD","C","nw",43.3779259169,-95.1509672447
"19","IA","061","Dubuque","DVN","C","ne",42.4688487438,-90.882431684
"19","IA","063","Emmet","DMX","C","nw",43.3778919493,-94.6784413656
"19","IA","065","Fayette","ARX","C","ne",42.8625370125,-91.8443426202
"19","IA","067","Floyd","ARX","C","nc",43.0599852202,-92.7889906893
"19","IA","069","Franklin","DMX","C","nc",42.7324585616,-93.2623692873
"19","IA","071","Fremont","OAX","C","sw",40.7456105634,-95.6046776023
"19","IA","073","Greene","DMX","C","wc",42.0362190032,-94.3969119446
"19","IA","075","Grundy","DMX","C","cc",42.4019388392,-92.7910491714
"19","IA","077","Guthrie","DMX","C","wc",41.6837676765,-94.5010326302
"19","IA","079","Hamilton","DMX","C","cc",42.3837473212,-93.7068448883
"19","IA","081","Hancock","DMX","C","nc",43.0818437182,-93.7342908095
"19","IA","083","Hardin","DMX","C","cc",42.3837809555,-93.2403827426
"19","IA","085","Harrison","OAX","C","sw",41.6829477116,-95.8167006761
"19","IA","087","Henry","DVN","C","se",40.9879118854,-91.5446022008
"19","IA","089","Howard","ARX","C","ne",43.3567585146,-92.3171540619
"19","IA","091","Humboldt","DMX","C","nc",42.7763719279,-94.2072546928
"19","IA","093","Ida","FSD","C","wc",42.3868479095,-95.5136430314
"19","IA","095","Iowa","DVN","C","ec",41.6862869327,-92.0655665071
"19","IA","097","Jackson","DVN","C","ec",42.1717323958,-90.5742377519
"19","IA","099","Jasper","DMX","C","cc",41.686016822,-93.0537447057
"19","IA","101","Jefferson","DVN","C","se",41.0317548243,-91.9489309569
"19","IA","103","Johnson","DVN","C","ec",41.6715327184,-91.5881327695
"19","IA","105","Jones","DVN","C","ec",42.1212156245,-91.1313528499
"19","IA","107","Keokuk","DVN","C","se",41.3363970471,-92.1786575414
"19","IA","109","Kossuth","DMX","C","nc",43.2042078146,-94.2067344276
"19","IA","111","Lee","DVN","C","se",40.6419840911,-91.4792475733
"19","IA","113","Linn","DVN","C","ec",42.0788976898,-91.5989124457
"19","IA","115","Louisa","DVN","C","se",41.2185198095,-91.2596693294
"19","IA","117","Lucas","DMX","C","sc",41.0293214701,-93.3276940719
"19","IA","119","Lyon","FSD","C","nw",43.3805248819,-96.2103298136
"19","IA","121","Madison","DMX","C","sc",41.3306906553,-94.0155183965
"19","IA","123","Mahaska","DMX","C","sc",41.3351408595,-92.6409431028
"19","IA","125","Marion","DMX","C","sc",41.3344175663,-93.0994803562
"19","IA","127","Marshall","DMX","C","cc",42.0358309639,-92.998831614
"19","IA","129","Mills","OAX","C","sw",41.0332348887,-95.6213824013
"19","IA","131","Mitchell","ARX","C","nc",43.3563772169,-92.7890613033
"19","IA","133","Monona","OAX","C","wc",42.0516467776,-95.959993172
"19","IA","135","Monroe","DMX","C","sc",41.0297459617,-92.8690383372
"19","IA","137","Montgomery","OAX","C","sw",41.0300677454,-95.1562792924
"19","IA","139","Muscatine","DVN","C","ec",41.4839150339,-91.1127136749
"19","IA","141","O'Brien","FSD","C","nw",43.0837655035,-95.6249536417
"19","IA","143","Osceola","FSD","C","nw",43.3785429067,-95.6237559911
"19","IA","145","Page","OAX","C","sw",40.7391277356,-95.1502240947
"19","IA","147","Palo Alto","DMX","C","nw",43.0820428152,-94.678162224
"19","IA","149","Plymouth","FSD","C","nw",42.7378394982,-96.2141762197
"19","IA","151","Pocahontas","DMX","C","nw",42.7341232579,-94.6788527991
"19","IA","153","Polk","DMX","C","cc",41.6855017163,-93.5734404246
"19","IA","155","Pottawattamie","OAX","C","sw",41.3364470338,-95.542296709
"19","IA","157","Poweshiek","DMX","C","cc",41.686363127,-92.5314445729
"19","IA","159","Ringgold","DMX","C","sc",40.7351632622,-94.24398161
"19","IA","161","Sac","DMX","C","wc",42.3861884071,-95.1054805477
"19","IA","163","Scott","DVN","C","ec",41.6370945142,-90.6232245976
"19","IA","165","Shelby","OAX","C","sw",41.6850845586,-95.3102728689
"19","IA","167","Sioux","FSD","C","nw",43.0826450028,-96.1778831873
"19","IA","169","Story","DMX","C","cc",42.0362198415,-93.4650959689
"19","IA","171","Tama","DMX","C","cc",42.0797992429,-92.5326022077
"19","IA","173","Taylor","DMX","C","sw",40.7373960921,-94.6964775372
"19","IA","175","Union","DMX","C","sc",41.0276835658,-94.2423784868
"19","IA","177","Van Buren","DVN","C","se",40.7532124137,-91.9499854838
"19","IA","179","Wapello","DMX","C","se",41.0305560078,-92.4095043473
"19","IA","181","Warren","DMX","C","sc",41.334284418,-93.5614201302
"19","IA","183","Washington","DVN","C","se",41.3355659804,-91.7179191311
"19","IA","185","Wayne","DMX","C","sc",40.7394774571,-93.3274491177
"19","IA","187","Webster","DMX","C","cc",42.4278391335,-94.1818040582
"19","IA","189","Winnebago","DMX","C","nc",43.3774706618,-93.7341974355
"19","IA","191","Winneshiek","ARX","C","ne",43.2906122884,-91.8436512732
"19","IA","193","Woodbury","FSD","C","wc",42.3897468905,-96.0448618522
"19","IA","195","Worth","DMX","C","nc",43.3773858229,-93.2608846099
"19","IA","197","Wright","DMX","C","nc",42.7330823722,-93.7352376117
"20","KS","001","Allen","ICT","C","se",37.8858073588,-95.301371787
"20","KS","003","Anderson","TOP","C","ec",38.2142921559,-95.2933391442
"20","KS","005","Atchison","EAX","C","ne",39.5319508334,-95.3129003644
"20","KS","007","Barber","DDC","C","sc",37.2288750225,-98.684821635
"20","KS","009","Barton","ICT","C","cc",38.4790421756,-98.7564964919
"20","KS","011","Bourbon","SGF","C","se",37.855216365,-94.8492861527
"20","KS","013","Brown","TOP","C","ne",39.8265803812,-95.564171626
"20","KS","015","Butler","ICT","C","sc",37.781249301,-96.8391057258
"20","KS","017","Chase","ICT","C","ec",38.3020468188,-96.5939604602
"20","KS","019","Chautauqua","ICT","C","se",37.1500786385,-96.2453428644
"20","KS","021","Cherokee","SGF","C","se",37.1693232279,-94.8462460904
"20","KS","023","Cheyenne","GLD","C","nw",39.7858356132,-101.731153874
"20","KS","025","Clark","DDC","C","sw",37.2354862438,-99.8202784573
"20","KS","027","Clay","TOP","C","nc",39.3497086025,-97.1651135248
"20","KS","029","Cloud","TOP","C","nc",39.4803572104,-97.6494574824
"20","KS","031","Coffey","TOP","C","ec",38.2370183349,-95.7342456856
"20","KS","033","Comanche","DDC","C","sc",37.1912961933,-99.2718886937
"20","KS","035","Cowley","ICT","C","sc",37.2377467722,-96.8374693058
"20","KS","037","Crawford","SGF","C","se",37.5073277911,-94.8518397662
"20","KS","039","Decatur","GLD","C","nw",39.7847343293,-100.459910676
"20","KS","041","Dickinson","TOP","C","cc",38.8663907623,-97.1527381583
"20","KS","043","Doniphan","EAX","C","ne",39.7885365159,-95.1469819041
"20","KS","045","Douglas","TOP","C","ec",38.8845318949,-95.2924475969
"20","KS","047","Edwards","DDC","C","sc",37.8875990081,-99.3120028419
"20","KS","049","Elk","ICT","C","se",37.4537025553,-96.2440650028
"20","KS","051","Ellis","DDC","C","cc",38.9147921265,-99.317250342
"20","KS","053","Ellsworth","ICT","C","cc",38.696637065,-98.2047953251
"20","KS","055","Finney","DDC","C","sw",38.0443751388,-100.736918591
"20","KS","057","Ford","DDC","C","sw",37.6917430357,-99.8878601199
"20","KS","059","Franklin","TOP","C","ec",38.5645748444,-95.285943137
"20","KS","061","Geary","TOP","C","ec",39.0023573302,-96.7526094966
"20","KS","063","Gove","GLD","C","wc",38.9160537034,-100.482942245
"20","KS","065","Graham","GLD","C","nw",39.3496541019,-99.8832803581
"20","KS","067","Grant","DDC","C","sw",37.5622176156,-101.307989054
"20","KS","069","Gray","DDC","C","sw",37.7382403459,-100.437844837
"20","KS","071","Greeley","GLD","M","wc",38.4804652924,-101.80604197
"20","KS","073","Greenwood","ICT","C","se",37.8777597064,-96.2326868881
"20","KS","075","Hamilton","DDC","M","sw",37.9991410356,-101.791328452
"20","KS","077","Harper","ICT","C","sc",37.1916473968,-98.0755337173
"20","KS","079","Harvey","ICT","C","sc",38.043156498,-97.4273553034
"20","KS","081","Haskell","DDC","C","sw",37.5623206041,-100.871216825
"20","KS","083","Hodgeman","DDC","C","sw",38.0875031093,-99.8979087092
"20","KS","085","Jackson","TOP","C","ne",39.4169623055,-95.7936726864
"20","KS","087","Jefferson","TOP","C","ne",39.2357731064,-95.3833637676
"20","KS","089","Jewell","GID","C","nc",39.7847483515,-98.2184081374
"20","KS","091","Johnson","EAX","C","ec",38.8838273216,-94.8223370612
"20","KS","093","Kearny","DDC","C","sw",38.000168178,-101.319918248
"20","KS","095","Kingman","ICT","C","sc",37.5589442979,-98.1364056347
"20","KS","097","Kiowa","DDC","C","sc",37.5582131801,-99.2860343759
"20","KS","099","Labette","ICT","C","se",37.1913405304,-95.2975861885
"20","KS","101","Lane","DDC","C","wc",38.4813735733,-100.466384431
"20","KS","103","Leavenworth","EAX","C","ne",39.1993463941,-95.0378700713
"20","KS","105","Lincoln","ICT","C","cc",39.0453518265,-98.2078340165
"20","KS","107","Linn","EAX","C","ec",38.2122540411,-94.8429092707
"20","KS","109","Logan","GLD","C","wc",38.9172737191,-101.148470915
"20","KS","111","Lyon","TOP","C","ec",38.4562657286,-96.1526679665
"20","KS","113","McPherson","ICT","C","cc",38.3915991487,-97.64802059
"20","KS","115","Marion","ICT","C","cc",38.3588230682,-97.0969162946
"20","KS","117","Marshall","TOP","C","ne",39.7835930897,-96.5228944854
"20","KS","119","Meade","DDC","C","sw",37.2382483607,-100.366199744
"20","KS","121","Miami","EAX","C","ec",38.563574182,-94.8380809289
"20","KS","123","Mitchell","GID","C","nc",39.3932675764,-98.2095046409
"20","KS","125","Montgomery","ICT","C","se",37.1925400086,-95.7428920662
"20","KS","127","Morris","TOP","C","ec",38.6874640481,-96.6498551304
"20","KS","129","Morton","DDC","C","sw",37.191421235,-101.79927854
"20","KS","131","Nemaha","TOP","C","ne",39.7834724572,-96.0141166614
"20","KS","133","Neosho","ICT","C","se",37.5585709771,-95.3068041673
"20","KS","135","Ness","DDC","C","wc",38.4794537967,-99.9162137594
"20","KS","137","Norton","GLD","C","nw",39.7843678507,-99.9034133723
"20","KS","139","Osage","TOP","C","ec",38.652418434,-95.726947443
"20","KS","141","Osborne","GID","C","nc",39.3503481926,-98.7679278437
"20","KS","143","Ottawa","TOP","C","nc",39.1326008075,-97.6503235895
"20","KS","145","Pawnee","DDC","C","sc",38.1813798422,-99.2368082591
"20","KS","147","Phillips","GID","C","nc",39.7845229247,-99.346899792
"20","KS","149","Pottawatomie","TOP","C","ne",39.3790200764,-96.342465623
"20","KS","151","Pratt","DDC","C","sc",37.647835594,-98.7395889591
"20","KS","153","Rawlins","GLD","C","nw",39.7852157028,-101.075761703
"20","KS","155","Reno","ICT","C","sc",37.9529314675,-98.0861158946
"20","KS","157","Republic","TOP","C","nc",39.827829201,-97.6505561609
"20","KS","159","Rice","ICT","C","cc",38.3471052085,-98.2011148867
"20","KS","161","Riley","TOP","C","ne",39.2964597622,-96.7352357975
"20","KS","163","Rooks","GID","C","nc",39.3501492745,-99.3250960502
"20","KS","165","Rush","DDC","C","cc",38.5232539744,-99.3092360839
"20","KS","167","Russell","ICT","C","cc",38.9148686265,-98.7622909126
"20","KS","169","Saline","ICT","C","cc",38.7838828808,-97.6500522975
"20","KS","171","Scott","DDC","C","wc",38.4821899074,-100.906870173
"20","KS","173","Sedgwick","ICT","C","sc",37.6847838227,-97.4610984387
"20","KS","175","Seward","DDC","C","sw",37.1932964415,-100.851303402
"20","KS","177","Shawnee","TOP","C","ec",39.0415301439,-95.756355539
"20","KS","179","Sheridan","GLD","C","nw",39.3503112275,-100.441812953
"20","KS","181","Sherman","GLD","M","nw",39.3514442222,-101.720017638
"20","KS","183","Smith","GID","C","nc",39.7851370603,-98.7854641465
"20","KS","185","Stafford","DDC","C","sc",38.0311049628,-98.7174947983
"20","KS","187","Stanton","DDC","C","sw",37.5630349197,-101.784217019
"20","KS","189","Stevens","DDC","C","sw",37.1923577961,-101.31207952
"20","KS","191","Sumner","ICT","C","sc",37.2372797061,-97.4765461077
"20","KS","193","Thomas","GLD","C","nw",39.3509008916,-101.055548639
"20","KS","195","Trego","DDC","C","wc",38.9143037969,-99.8728539523
"20","KS","197","Wabaunsee","TOP","C","ec",38.9532921817,-96.2049510186
"20","KS","199","Wallace","GLD","M","wc",38.9166162442,-101.763593115
"20","KS","201","Washington","TOP","C","nc",39.7841832834,-97.0874134244
"20","KS","203","Wichita","GLD","C","wc",38.482078789,-101.347386455
"20","KS","205","Wilson","ICT","C","se",37.5592569436,-95.7433978097
"20","KS","207","Woodson","ICT","C","se",37.8867172451,-95.7402070042
"20","KS","209","Wyandotte","EAX","C","ne",39.1145411813,-94.7645698996
"21","KY","001","Adair","LMK","C","sc",37.1041466206,-85.2805517833
"21","KY","003","Allen","LMK","C","sc",36.7512510788,-86.1903736742
"21","KY","005","Anderson","LMK","E","ec",38.0039745295,-84.9908958593
"21","KY","007","Ballard","PAH","C","ww",37.0584429264,-88.9992485076
"21","KY","009","Barren","LMK","C","sc",36.9655685402,-85.9335789544
"21","KY","011","Bath","JKL","E","ec",38.144923579,-83.742761042
"21","KY","013","Bell","JKL","E","se",36.7306691709,-83.6740035067
"21","KY","015","Boone","ILN","E","nn",38.9699688574,-84.7279229371
"21","KY","017","Bourbon","LMK","E","ec",38.2068063732,-84.2171385238
"21","KY","019","Boyd","RLX","E","",38.3596068239,-82.6877363683
"21","KY","021","Boyle","LMK","E","ec",37.624361267,-84.8666562042
"21","KY","023","Bracken","ILN","E","nn",38.688785781,-84.0901438979
"21","KY","025","Breathitt","JKL","E","se",37.5216142489,-83.3240720723
"21","KY","027","Breckinridge","LMK","C","nc",37.7732295364,-86.4293411825
"21","KY","029","Bullitt","LMK","E","nc",37.9700273544,-85.6959315239
"21","KY","031","Butler","LMK","C","sc",37.2074045908,-86.6815691287
"21","KY","033","Caldwell","PAH","C","ww",37.1452521436,-87.8678748308
"21","KY","035","Calloway","PAH","C","ww",36.6210510759,-88.2722714792
"21","KY","037","Campbell","ILN","E","nn",38.9464720844,-84.3793422725
"21","KY","039","Carlisle","PAH","C","ww",36.8531858979,-88.9709093955
